Artist,Label
Jake Owen,Sony Music
James Blunt,Sony Music
James Brown,Sony Music
James Horner,Sony Music
James Ingram,Sony Music
Jamie Foxx,Sony Music
Jane Zhang,Sony Music
Jasmine Sandlas[5],Sony Music
Jasmine Villegas,Sony Music
Jason Chan,Sony Music
Jay Sean,Sony Music
JC de Vera,Sony Music
Jean-Michel Jarre,Sony Music
Jeff Beck,Sony Music
Jennifer Lopez,Sony Music
Jennifer Love Hewitt,Sony Music
Jeremy Renner,Sony Music
Jerry Burns,Sony Music
Jerry Goldsmith,Sony Music
Jessica Sanchez,Sony Music
Jett Rebel,Sony Music
James Arthur,Sony Music
Jessica Simpson,Sony Music
Jessica Mauboy,Sony Music
Jessie J,Sony Music
Jimi Jamison,Sony Music
Jimi Hendrix,Sony Music
Jimmy Bondoc,Sony Music
JLS,Sony Music
JM de Guzman,Sony Music
Joanna Wang,Sony Music
Joaquín Sabina,Sony Music
Joe Satriani,Sony Music
John Cafferty and the Beaver Brown Band,Sony Music
John Denver,Sony Music
John & Edward,Sony Music
John Farnham,Sony Music
John Legend,Sony Music
John Mayer,Sony Music
John Paul Young,Sony Music
John Schneider,Sony Music
John Williams,Sony Music
Johnny Cash,Sony Music
JoJo,Sony Music
Jolin Tsai,Sony Music
Jonas Brothers,Sony Music
Jordin Sparks,Sony Music
Jorge Celedon,Sony Music
Josh Pyke,Sony Music
Josh Shapiro,Sony Music
Jota Quest,Sony Music
Journey,Sony Music
JPM,Sony Music
Juan Magan,Sony Music
Judas Priest,Sony Music
Julieta Venegas,Sony Music
Justice Crew,Sony Music
Justin Timberlake,Sony Music
KAIA,Sony Music
Kalan Porter,Sony Music
Kana Nishino,Sony Music
Karmin,Sony Music
Karnivool,Sony Music
Kasabian,Sony Music
Kat Deluna,Sony Music
Kate Ceberano,Sony Music
Katy Garbi,Sony Music
Keith Whitley,Sony Music
Keko,Sony Music
K Koke,Sony Music
Kelly Clarkson,Sony Music
Kelly Key,Sony Music
Ken Choi,Sony Music
Kenia Os,Sony Music
Kenny Chesney,Sony Music
Kenny Loggins,Sony Music
Kenshi Yonezu,Sony Music
Kesha,Sony Music
Keshia Chanté,Sony Music
Kep1er,Sony Music
Khwezi,Sony Music
Kid Ink,Sony Music
Kidz Bop,Sony Music
Killarmy,Sony Music
Kim Wilde,Sony Music
Kimberley Chen,Sony Music
Kings of Leon,Sony Music
Kira Isabella,Sony Music
Kizaru,Sony Music
King Gnu,Sony Music
KLa Project,Sony Music
K.O,Sony Music
Kool Savas,Sony Music
Korn,Sony Music
Ken Hirai,Sony Music
Kreayshawn,Sony Music
Kris Allen,Sony Music
Kygo,Sony Music
Kalafina,Sony Music
Kyung,Sony Music
L.V.,Sony Music
Labrinth,Sony Music
La Bouche,Sony Music
La The Darkman,Sony Music
Lali,Sony Music
Lang Lang,Sony Music
La Oreja De Van Gogh,Sony Music
La Quinta Estación,Sony Music
L'Arc-en-Ciel,Sony Music
Lala Karmela,Sony Music
Latino,Sony Music
Le Click,Sony Music
Lea Michele,Sony Music
Lea Salonga,Sony Music
Lecrae,Sony Music
Lee DeWyze,Sony Music
Leif Garrett,Sony Music
Len,Sony Music
Lenka,Sony Music
Leo Jaime,Sony Music
Len Carlson,Sony Music
Leona Lewis,Sony Music
Leonard Bernstein,Sony Music
Leonard Cohen,Sony Music
Less Than Jake,Sony Music
Leslie Grace,Sony Music
Lil' Flip,Sony Music
Lil Nas X,Sony Music
Lin Yu Chun,Sony Music
Linda Ronstadt,Sony Music
Lion,Sony Music
Lisa Lougheed,Sony Music
Lit,Sony Music
Litfiba,Sony Music
Little Trees,Sony Music
Little Sea,Sony Music
Lim Hyung Joo,Sony Music
Lim Young-woong,Sony Music
Limão Com Mel,Sony Music
Lira,Sony Music
Locnville,Sony Music
Loïc Nottet,Sony Music
Lodovica Comello,Sony Music
London Symphony Orchestra,Sony Music
Lordi,Sony Music
Los Angeles Philharmonic,Sony Music
Los del Río,Sony Music
Louise Carver,Sony Music
Loverboy,Sony Music
Lovi Poe,Sony Music
Lil Loaded,Sony Music
LSD,Sony Music
Lucy Spraggan,Sony Music
Ludovico Einaudi,Sony Music
Luiz Gonzaga,Sony Music
Luísa Sonza,Sony Music
Luke,Sony Music
Luke Mejares,Sony Music
Lulu Antariksa,Sony Music
Lulu Santos,Sony Music
Lyfe Jennings,Sony Music
Loick Essien,Sony Music
Little Mix,Sony Music
Little Nikki,Sony Music
Marina Sena,Sony Music
M.O.P.,Sony Music
Mad Kap,Sony Music
Mafia Honey,Sony Music
Maher Zain,Sony Music
Maja Salvador,Sony Music
Malú,Sony Music
Madeon,Sony Music
Mamoru Miyano,Sony Music
Mandy Moore,Sony Music
Manga,Sony Music
Mango,Sony Music
Mary Byrne,Sony Music
Marc Anthony,Sony Music
Marc Mysterio,Sony Music
Marco Mengoni,Sony Music
Marcus & Martinus,Sony Music
Maren Morris,Sony Music
Maria Lawson,Sony Music
Mariah Carey,Sony Music
Mariana Rios,Sony Music
Mark Ronson,Sony Music
Mark Vincent,Sony Music
Marlisa Punzalan,Sony Music
Martin Garrix,Sony Music
Matt Cardle,Sony Music
Matt Stone,Sony Music
Maurice Jarre,Sony Music
Max Schneider,Sony Music
Mayré Martínez,Sony Music
Meat Loaf,Sony Music
Meghan Trainor,Sony Music
Melissa Benoist,Sony Music
Melissa Manchester,Sony Music
Metro Boomin,Sony Music
Mew,Sony Music
MGMT,Sony Music
Michael Bolton,Sony Music
Michael Damian,Sony Music
Michael Jackson,Sony Music
Michael Learns To Rock,Sony Music
Michael Magee[disambiguation needed],Sony Music
Michael Kiessou,Sony Music
Michael Speaks,Sony Music
Michelle Williams,Sony Music
Midnight Oil,Sony Music
Miguel,Sony Music
Mike and the Mechanics,Sony Music
Mika Nakashima,Sony Music
Mikha Tambayong,Sony Music
Mikky Ekko,Sony Music
Miley Cyrus,Sony Music
Milton Nascimento,Sony Music
Miniature Tigers,Sony Music
Mira Awad,Sony Music
Miracle,Sony Music
Miranda Cosgrove,Sony Music
Misha B,Sony Music
Mobb Deep,Sony Music
Money Boy,Sony Music
Monica,Sony Music
Mónica Naranjo,Sony Music
The Monkees,Sony Music
Montaigne,Sony Music
Molly Sandén,Sony Music
Morteza Pashaei,Sony Music
Mother's Finest,Sony Music
Mountain,Sony Music
Myrtle Sarrosa,Sony Music
Mytha Lestari,Sony Music
Modern Talking,Sony Music
N Sync,Sony Music
Naia Izumi,Sony Music
Nas,Sony Music
Nat & Alex Wolff,Sony Music
Natalia Lafourcade,Sony Music
Natalie Bassingthwaite,Sony Music
Natalie Imbruglia,Sony Music
Natasha Bedingfield,Sony Music
Natassa Theodoridou,Sony Music
Nathalie Makoma,Sony Music
Nathaniel Willemse,Sony Music
National Philharmonic Orchestra,Sony Music
Nayer,Sony Music
Neha Kakkar,Sony Music
Nena,Sony Music
Neon Jungle,Sony Music
Netsky,Sony Music
Newton Faulkner,Sony Music
New Kids On The Block,Sony Music
Ne-yo,Sony Music
Niall Horan,Sony Music
Nicholas McDonald,Sony Music
Nick Carter,Sony Music
Nickelback,Sony Music
Nicki Minaj,Sony Music
Nicky Jam,Sony Music
Nicole Scherzinger,Sony Music
Nicolette Larson,Sony Music
Nindy Ayunda,Sony Music
Nikki Kerkhof,Sony Music
Nikki Clan,Sony Music
Nikki Ponte,Sony Music
Nil Karaibrahimgil,Sony Music
Nneka,Sony Music
No Good,Sony Music
Noemi,Sony Music
The Northern Pikes,Sony Music
The Notorious B.I.G.,Sony Music
Nothing But Thieves,Sony Music
The Nylons,Sony Music
Oasis,Sony Music
The Offspring,Sony Music
Ofra Haza,Sony Music
Oh Land,Sony Music
OJ,Sony Music
Ol' Dirty Bastard,Sony Music
Olly Murs,Sony Music
O'Shea,Sony Music
Our Lady Peace,Sony Music
Outlandish,Sony Music
OutKast,Sony Music
O-Zone,Sony Music
Ozzy Osbourne,Sony Music
Omarion,Sony Music
One Direction,Sony Music
Only Boys Aloud,Sony Music
P9,Sony Music
Pabllo Vittar,Sony Music
Padi,Sony Music
Paloma Faith,Sony Music
Passion Pit,Sony Music
Pato Fu,Sony Music
Pathompong Sombatpiboon,Sony Music
Paloma Mami,Sony Music
Paula DeAnda,Sony Music
Paula Tsui,Sony Music
Paul McCartney,Sony Music
Paul Potts,Sony Music
Paul Simon,Sony Music
Patrizio Buanne,Sony Music
Pearl Jam,Sony Music
Peking Duk,Sony Music
Penny Tai,Sony Music
Pet Shop Boys,Sony Music
Pentatonix,Sony Music
Pete Murray,Sony Music
Pete Rock,Sony Music
Peter Bjorn and John,Sony Music
Peter Frampton,Sony Music
Peter Gabriel,Sony Music
Pereza,Sony Music
Phenomena,Sony Music
Phil Collins,Sony Music
Phil Lam,Sony Music
Philadelphia Orchestra,Sony Music
Pierre Garnier,Sony Music
Pink,Sony Music
Pink Floyd,Sony Music
Pitbull,Sony Music
Planet Hemp,Sony Music
Pnau,Sony Music
Preme,Sony Music
PrettyMuch,Sony Music
Prodigy,Sony Music
Project Pat,Sony Music
Prilly Latuconsina,Sony Music
Prince Royce,Sony Music
Qwote,Sony Music
Q-Tip,Sony Music
R. Kelly,Sony Music
The Raccoons,Sony Music
Rachel Crow,Sony Music
Raekwon,Sony Music
Rainych,Sony Music
Randy Newman,Sony Music
Randy Travis,Sony Music
Rage Against the Machine,Sony Music
Raleigh Ritchie,Sony Music
Ram Jam,Sony Music
Real McCoy,Sony Music
Rebecca Ferguson,Sony Music
Red,Sony Music
Redbone,Sony Music
RedFaces[6],Sony Music
Rednex,Sony Music
Reigan Derry,Sony Music
Rhydian Roberts,Sony Music
Ricardo Arjona,Sony Music
Rick Astley,Sony Music
Rick Ross,Sony Music
Rick Springfield,Sony Music
Ricky Martin,Sony Music
Rihanna,Sony Music
Rita Ora,Sony Music
Rivermaya,Sony Music
Robbie Williams,Sony Music
Robert Goulet,Sony Music
Robert Tepper,Sony Music
Robertinho do Recife,Sony Music
Royal Philharmonic Orchestra,Sony Music
RPM,Sony Music
Ruby Gloom,Sony Music
Ruel,Sony Music
RUFUS,Sony Music
RZA,Sony Music
Saara Aalto,Sony Music
Sadat X,Sony Music
Sade,Sony Music
Saiful,Sony Music
Samantha Fox,Sony Music
Samantha Jade,Sony Music
Santana,Sony Music
Sara Paxton,Sony Music
SB19,Sony Music
Scandal,Sony Music
Scatman John,Sony Music
Scorpions,Sony Music
Scouting For Girls,Sony Music
The Script,Sony Music
Sean Kingston,Sony Music
SEARCH,Sony Music
Seohyun,Sony Music
Sepultura,Sony Music
Serebro,Sony Music
SexBomb Girls,Sony Music
The Shakin' Pyramids,Sony Music
Shoti,Sony Music
Shakira,Sony Music
Sharon Cuneta,Sony Music
SHE Band,Sony Music
Sheila on 7,Sony Music
Silent Sanctuary,Sony Music
Simon and Garfunkel,Sony Music
Skank,Sony Music
Skee-Lo,Sony Music
Spandau Ballet,Sony Music
Stereopony,Sony Music
Stonebwoy,Sony Music
Slim Whitman,Sony Music
Stan Walker,Sony Music
Steps,Sony Music
Steve Barakatt,Sony Music
Seven Network,Sony Music
Sergey Lazarev,Sony Music
The Strokes,Sony Music
Sıla,Sony Music
Spitalfield,Sony Music
Sasha Dobson,Sony Music
Shila Amzah,Sony Music
Skrillex,Sony Music
Slayer,Sony Music
Slot Machine,Sony Music
Smash Mouth,Sony Music
Snoh Aalegra,Sony Music
Snoop Dogg,Sony Music
Son Dam Bi,Sony Music
Sonny Moore,Sony Music
Sonohra,Sony Music
Sons of Apollo,Sony Music
Soraya Arnelas,Sony Music
STAYC,Sony Music
Stan Bush,Sony Music
Starship,Sony Music
Steve Aoki,Sony Music
Steve Perry,Sony Music
Steve Winwood,Sony Music
Steven Van Zandt,Sony Music
Stevie Wonder,Sony Music
Sueden,Sony Music
Sugababes,Sony Music
Suicidal Tendencies,Sony Music
Sum 41,Sony Music
Sunaree Ratchasima[7],Sony Music
Supercell,Sony Music
Superman Is Dead,Sony Music
Survivor,Sony Music
Susan Anton,Sony Music
Susan Boyle,Sony Music
Su Yunying,Sony Music
Svetlana Loboda,Sony Music
Sweet Sable,Sony Music
Switchfoot,Sony Music
System of a Down,Sony Music
Sorten Muld,Sony Music
SZA,Sony Music
T1419,Sony Music
T-Pain,Sony Music
T-Square,Sony Music
Taco,Sony Music
Tame Impala,Sony Music
Tamera Foster,Sony Music
Tash,Sony Music
Tata Young,Sony Music
Taylor Henderson,Sony Music
Tasya Kamila,Sony Music
Tatjana Saphira,Sony Music
Tedua,Sony Music
Teen Angels,Sony Music
Tekno Miles,Sony Music
Tenacious D,Sony Music
Terryana Fatiah,Sony Music
Thalía,Sony Music
tha Supreme,Sony Music
The Backyardigans,Sony Music
The Black Eyed Peas,Sony Music
The Clash,Sony Music
The Presidents of the United States of America,Sony Music
The Remix Master,Sony Music
The Rose,Sony Music
The Sam Willows,Sony Music
The Script,Sony Music
Theo Tams,Sony Music
The Changcuters,Sony Music
The Eraserheads,Sony Music
The Stunners,Sony Music
The Gazette,Sony Music
The Sun,Sony Music
The Ting Tings,Sony Music
The Urge,Sony Music
The Veronicas,Sony Music
The Vines,Sony Music
Three Days Grace,Sony Music
Three 6 Mafia,Sony Music
T. Mills,Sony Music
Tim Hwang,Sony Music
Tim Feehan,Sony Music
Tim McGraw,Sony Music
Tim Omaji,Sony Music
Timbo King,Sony Music
Tina Moore,Sony Music
Tina Turner,Sony Music
Tish,Sony Music
Tiwa Savage,Sony Music
Tommy Puett,Sony Music
Tommy Tutone,Sony Music
Toni Braxton,Sony Music
Tonight Alive,Sony Music
Tony Bennett,Sony Music
Tori Amos,Sony Music
Toto,Sony Music
Tove Styrke,Sony Music
Train,Sony Music
Trainwreck,Sony Music
Travis Scott,Sony Music
Trey Parker,Sony Music
A Tribe Called Quest,Sony Music
TripleS,Sony Music
Tupac Shakur,Sony Music
Tung Twista,Sony Music
Turma do Balão Mágico,Sony Music
"Tyler, The Creator",Sony Music
Tyler Ward,Sony Music
Tyler Shaw,Sony Music
Usher,Sony Music
Union J,Sony Music
Udit Narayan,Sony Music
Vagetoz,Sony Music
Vampire Weekend,Sony Music
Vamps,Sony Music
Vangelis,Sony Music
Vania Larissa,Sony Music
Vanness Wu,Sony Music
Vazquez Sounds,Sony Music
Víctor Manuelle,Sony Music
Vieng Narumon,Sony Music
Virginia Maestro,Sony Music
VL Mike,Sony Music
Velvet Revolver,Sony Music
Victoria Justice,Sony Music
Violetta Zironi,Sony Music
Wanessa,Sony Music
Walk Off the Earth,Sony Music
Walk the Moon,Sony Music
Wang Chung,Sony Music
Wang Leehom,Sony Music
"""Weird Al"" Yankovic",Sony Music
Westlife,Sony Music
Wham!,Sony Music
Whitney Houston,Sony Music
Will Smith,Sony Music
will.i.am,Sony Music
William Ackerman,Sony Music
William Warfield,Sony Music
Willow Smith,Sony Music
Wings,Sony Music
Within Temptation,Sony Music
Will Young,Sony Music
Wizkid,Sony Music
Wiz Khalifa,Sony Music
Wu-Tang Clan,Sony Music
The X-Ecutioners,Sony Music
XO-IX,Sony Music
Xikers,Sony Music
Xuxa,Sony Music
Xzibit,Sony Music
Yashin,Sony Music
Yellow Magic Orchestra,Sony Music
Yiruma,Sony Music
Yovie & Nuno,Sony Music
Yui,Sony Music
Yuri,Sony Music
Yuridia,Sony Music
Yo Gotti,Sony Music
Yuvan Shankar Raja,Sony Music
Young Pharoz,Sony Music
Yvette Michele,Sony Music
Zerobaseone,Sony Music
Zoboomafoo,Sony Music
Zarema,Sony Music
Zendaya,Sony Music
Zara Larsson,Sony Music
Zayn,Sony Music
Zé Ramalho,Sony Music
Zezé Di Camargo & Luciano,Sony Music
List of Sony BMG Music Entertainment artists for music artists engaged with Sony BMG,Sony Music
